policy_number,member_id
POL-10909,MEMBER-006898
POL-10909,MEMBER-002716
POL-10909,MEMBER-005460
POL-11633,MEMBER-002736
POL-11633,MEMBER-003879
POL-18440,MEMBER-002906
POL-13256,MEMBER-001450
POL-13256,MEMBER-001178
POL-10096,MEMBER-001716
POL-10096,MEMBER-002071
POL-10096,MEMBER-002618
POL-10096,MEMBER-001484
POL-10096,MEMBER-004327
POL-10839,MEMBER-005359
POL-10839,MEMBER-004323
POL-10839,MEMBER-006995
POL-10839,MEMBER-003026
POL-10839,MEMBER-003256
POL-10102,MEMBER-004000
POL-10102,MEMBER-002516
POL-11987,MEMBER-000669
POL-11987,MEMBER-005179
POL-11987,MEMBER-000213
POL-11987,MEMBER-002152
POL-19418,MEMBER-000348
POL-19418,MEMBER-004372
POL-19418,MEMBER-003967
POL-16195,MEMBER-003177
POL-16195,MEMBER-006199
POL-16195,MEMBER-005331
POL-16195,MEMBER-001618
POL-10946,MEMBER-000883
POL-10946,MEMBER-005025
POL-11615,MEMBER-003383
POL-11615,MEMBER-001169
POL-14139,MEMBER-001466
POL-18923,MEMBER-002853
POL-18923,MEMBER-001721
POL-18923,MEMBER-000260
POL-18923,MEMBER-006837
POL-18923,MEMBER-000840
POL-18890,MEMBER-001023
POL-18890,MEMBER-005637
POL-18890,MEMBER-003377
POL-18890,MEMBER-005511
POL-13437,MEMBER-001834
POL-13437,MEMBER-004722
POL-13437,MEMBER-003360
POL-13437,MEMBER-005942
POL-12055,MEMBER-006094
POL-12055,MEMBER-000257
POL-12055,MEMBER-001216
POL-12055,MEMBER-002995
POL-12225,MEMBER-003952
POL-12225,MEMBER-006571
POL-12225,MEMBER-006806
POL-12225,MEMBER-002202
POL-12225,MEMBER-001180
POL-18821,MEMBER-000940
POL-18821,MEMBER-006401
POL-18821,MEMBER-002198
POL-18821,MEMBER-006000
POL-15371,MEMBER-001833
POL-15371,MEMBER-001245
POL-18011,MEMBER-006112
POL-18011,MEMBER-004169
POL-18011,MEMBER-001731
POL-18011,MEMBER-004064
POL-17080,MEMBER-000512
POL-17080,MEMBER-005483
POL-17080,MEMBER-000238
POL-17080,MEMBER-001767
POL-17080,MEMBER-002978
POL-15642,MEMBER-003417
POL-15642,MEMBER-006190
POL-15642,MEMBER-005846
POL-15642,MEMBER-003575
POL-11459,MEMBER-000929
POL-15553,MEMBER-001192
POL-11992,MEMBER-006969
POL-11992,MEMBER-005624
POL-15830,MEMBER-006932
POL-15830,MEMBER-003398
POL-15830,MEMBER-006991
POL-15830,MEMBER-003081
POL-14269,MEMBER-001434
POL-14269,MEMBER-004460
POL-14269,MEMBER-003648
POL-16093,MEMBER-006824
POL-16093,MEMBER-002404
POL-16093,MEMBER-002842
POL-16093,MEMBER-000452
POL-16093,MEMBER-000487
POL-19639,MEMBER-006389
POL-19639,MEMBER-003446
POL-19639,MEMBER-000055
POL-19639,MEMBER-003383
POL-14846,MEMBER-000932
POL-15563,MEMBER-003013
POL-16906,MEMBER-006699
POL-16906,MEMBER-004917
POL-16906,MEMBER-005872
POL-16906,MEMBER-001980
POL-15142,MEMBER-006267
POL-15142,MEMBER-003062
POL-15142,MEMBER-005731
POL-11046,MEMBER-005743
POL-11046,MEMBER-005345
POL-11046,MEMBER-000226
POL-11046,MEMBER-003867
POL-11046,MEMBER-004061
POL-15716,MEMBER-000192
POL-15716,MEMBER-003329
POL-15716,MEMBER-006834
POL-19605,MEMBER-000003
POL-19605,MEMBER-002220
POL-10198,MEMBER-003150
POL-10198,MEMBER-006312
POL-10198,MEMBER-003928
POL-10198,MEMBER-001009
POL-17624,MEMBER-004366
POL-16699,MEMBER-001367
POL-16699,MEMBER-002091
POL-16699,MEMBER-005583
POL-10530,MEMBER-003359
POL-10530,MEMBER-001045
POL-19508,MEMBER-005103
POL-19508,MEMBER-001757
POL-19508,MEMBER-002948
POL-11911,MEMBER-000047
POL-11911,MEMBER-006227
POL-11911,MEMBER-000664
POL-12541,MEMBER-006837
POL-12541,MEMBER-003987
POL-12541,MEMBER-006666
POL-12541,MEMBER-001331
POL-12541,MEMBER-006241
POL-14505,MEMBER-002433
POL-14505,MEMBER-002784
POL-14505,MEMBER-006457
POL-19304,MEMBER-006070
POL-19304,MEMBER-006247
POL-14164,MEMBER-000263
POL-14164,MEMBER-005618
POL-14164,MEMBER-002286
POL-15359,MEMBER-000277
POL-17447,MEMBER-001351
POL-17447,MEMBER-005918
POL-15824,MEMBER-000375
POL-15824,MEMBER-003391
POL-15824,MEMBER-006929
POL-14804,MEMBER-001412
POL-14804,MEMBER-003839
POL-17440,MEMBER-001235
POL-17440,MEMBER-000867
POL-17440,MEMBER-005647
POL-17603,MEMBER-005312
POL-17603,MEMBER-002612
POL-17603,MEMBER-005088
POL-19861,MEMBER-005776
POL-17739,MEMBER-002046
POL-17739,MEMBER-005462
POL-17739,MEMBER-000989
POL-17739,MEMBER-005041
POL-17739,MEMBER-002765
POL-16560,MEMBER-002790
POL-16560,MEMBER-002769
POL-16560,MEMBER-006760
POL-16359,MEMBER-003784
POL-16359,MEMBER-005576
POL-16359,MEMBER-002130
POL-14620,MEMBER-002770
POL-14620,MEMBER-002395
POL-14620,MEMBER-000036
POL-14620,MEMBER-001144
POL-14620,MEMBER-002411
POL-16066,MEMBER-004344
POL-16066,MEMBER-004296
POL-11213,MEMBER-000524
POL-18114,MEMBER-006909
POL-18114,MEMBER-005635
POL-10785,MEMBER-005212
POL-10785,MEMBER-006283
POL-10785,MEMBER-002647
POL-10785,MEMBER-005544
POL-10785,MEMBER-000152
POL-14159,MEMBER-006204
POL-14159,MEMBER-000671
POL-14159,MEMBER-000902
POL-14159,MEMBER-000224
POL-14500,MEMBER-004650
POL-12446,MEMBER-003017
POL-12446,MEMBER-000474
POL-12446,MEMBER-003552
POL-10353,MEMBER-002140
POL-10353,MEMBER-005148
POL-10353,MEMBER-004738
POL-19647,MEMBER-003898
POL-19647,MEMBER-000259
POL-19647,MEMBER-002517
POL-19647,MEMBER-006218
POL-15218,MEMBER-000540
POL-15218,MEMBER-004767
POL-15218,MEMBER-002819
POL-15218,MEMBER-002773
POL-15218,MEMBER-004481
POL-10643,MEMBER-002640
POL-10643,MEMBER-002234
POL-10643,MEMBER-006224
POL-19435,MEMBER-001598
POL-19435,MEMBER-002725
POL-19435,MEMBER-002389
POL-17629,MEMBER-006025
POL-17629,MEMBER-001067
POL-15439,MEMBER-006850
POL-15439,MEMBER-000541
POL-15439,MEMBER-002462
POL-15439,MEMBER-002478
POL-15123,MEMBER-000375
POL-15123,MEMBER-000441
POL-15123,MEMBER-000554
POL-19288,MEMBER-001771
POL-19288,MEMBER-000087
POL-19225,MEMBER-005494
POL-19225,MEMBER-003902
POL-19225,MEMBER-006544
POL-19225,MEMBER-000618
POL-19225,MEMBER-002969
POL-10694,MEMBER-003280
POL-10694,MEMBER-000544
POL-10694,MEMBER-003018
POL-10694,MEMBER-000330
POL-10694,MEMBER-002446
POL-17581,MEMBER-004710
POL-17581,MEMBER-002958
POL-17581,MEMBER-000010
POL-17581,MEMBER-004305
POL-18643,MEMBER-004427
POL-17779,MEMBER-004694
POL-17779,MEMBER-003380
POL-14378,MEMBER-006450
POL-14378,MEMBER-001231
POL-14378,MEMBER-004887
POL-14378,MEMBER-004681
POL-10468,MEMBER-002001
POL-10468,MEMBER-002008
POL-10468,MEMBER-002028
POL-10468,MEMBER-001987
POL-13473,MEMBER-000672
POL-13473,MEMBER-005280
POL-13473,MEMBER-001769
POL-13473,MEMBER-001219
POL-13473,MEMBER-000006
POL-11876,MEMBER-001026
POL-11876,MEMBER-004123
POL-11876,MEMBER-004380
POL-11876,MEMBER-002040
POL-11906,MEMBER-001669
POL-11906,MEMBER-004922
POL-11906,MEMBER-004072
POL-11906,MEMBER-006322
POL-19693,MEMBER-000135
POL-19693,MEMBER-001872
POL-19693,MEMBER-002407
POL-19693,MEMBER-000165
POL-19693,MEMBER-001575
POL-15799,MEMBER-000823
POL-15799,MEMBER-000720
POL-15799,MEMBER-002384
POL-15799,MEMBER-000482
POL-15858,MEMBER-006045
POL-15858,MEMBER-006716
POL-15858,MEMBER-003974
POL-15858,MEMBER-001785
POL-15858,MEMBER-003717
POL-12467,MEMBER-006573
POL-12467,MEMBER-002791
POL-12467,MEMBER-003753
POL-12467,MEMBER-003989
POL-12096,MEMBER-003911
POL-12096,MEMBER-003900
POL-11900,MEMBER-002281
POL-16321,MEMBER-001997
POL-16321,MEMBER-006939
POL-16321,MEMBER-000734
POL-16321,MEMBER-006545
POL-16321,MEMBER-004753
POL-13986,MEMBER-005568
POL-13986,MEMBER-006995
POL-14556,MEMBER-004126
POL-14556,MEMBER-002861
POL-14556,MEMBER-002604
POL-14556,MEMBER-005152
POL-14556,MEMBER-002919
POL-11749,MEMBER-001293
POL-11749,MEMBER-005223
POL-11749,MEMBER-001564
POL-11749,MEMBER-003565
POL-11749,MEMBER-002767
POL-19528,MEMBER-000530
POL-19984,MEMBER-000282
POL-11154,MEMBER-004443
POL-11154,MEMBER-001845
POL-18920,MEMBER-006703
POL-18640,MEMBER-002339
POL-18640,MEMBER-003167
POL-14672,MEMBER-006513
POL-14672,MEMBER-002944
POL-14672,MEMBER-004427
POL-14672,MEMBER-000196
POL-14672,MEMBER-003778
POL-15352,MEMBER-006284
POL-15352,MEMBER-006434
POL-13227,MEMBER-000531
POL-13227,MEMBER-000869
POL-13797,MEMBER-001274
POL-13797,MEMBER-005576
POL-13797,MEMBER-000619
POL-13797,MEMBER-003140
POL-13797,MEMBER-004518
POL-19553,MEMBER-006548
POL-19553,MEMBER-002699
POL-19553,MEMBER-004111
POL-19553,MEMBER-002029
POL-12311,MEMBER-005458
POL-12311,MEMBER-006637
POL-12311,MEMBER-000998
POL-12881,MEMBER-002939
POL-12881,MEMBER-003550
POL-12881,MEMBER-004166
POL-12881,MEMBER-005429
POL-16656,MEMBER-001902
POL-16656,MEMBER-002947
POL-16656,MEMBER-001724
POL-15844,MEMBER-006751
POL-15844,MEMBER-000598
POL-15844,MEMBER-004132
POL-15844,MEMBER-005790
POL-19905,MEMBER-006651
POL-19905,MEMBER-006128
POL-19905,MEMBER-002929
POL-19905,MEMBER-003598
POL-10290,MEMBER-006661
POL-10290,MEMBER-002868
POL-15357,MEMBER-001483
POL-15357,MEMBER-002191
POL-15357,MEMBER-002724
POL-15357,MEMBER-000080
POL-15357,MEMBER-003688
POL-16215,MEMBER-005438
POL-16215,MEMBER-004824
POL-16215,MEMBER-006323
POL-16215,MEMBER-003303
POL-11681,MEMBER-005351
POL-11681,MEMBER-006746
POL-11681,MEMBER-004481
POL-14931,MEMBER-005562
POL-14931,MEMBER-002430
POL-14931,MEMBER-000381
POL-14931,MEMBER-005634
POL-16109,MEMBER-001288
POL-10945,MEMBER-004566
POL-10945,MEMBER-005184
POL-10945,MEMBER-005440
POL-10945,MEMBER-004966
POL-17236,MEMBER-003624
POL-19748,MEMBER-001252
POL-19748,MEMBER-003526
POL-19748,MEMBER-000142
POL-19748,MEMBER-001838
POL-13490,MEMBER-003141
POL-13490,MEMBER-002915
POL-13490,MEMBER-001413
POL-13490,MEMBER-004240
POL-14051,MEMBER-002840
POL-14051,MEMBER-006444
POL-16414,MEMBER-001180
POL-12583,MEMBER-004476
POL-16667,MEMBER-001151
POL-16667,MEMBER-003841
POL-16667,MEMBER-001730
POL-16667,MEMBER-006015
POL-16667,MEMBER-003395
POL-14834,MEMBER-003760
POL-14834,MEMBER-004516
POL-14834,MEMBER-002305
POL-14834,MEMBER-003061
POL-14834,MEMBER-000687
POL-11781,MEMBER-004695
POL-11781,MEMBER-004235
POL-12415,MEMBER-005312
POL-12415,MEMBER-003091
POL-12415,MEMBER-002285
POL-12415,MEMBER-006189
POL-12415,MEMBER-000510
POL-14868,MEMBER-002480
POL-14868,MEMBER-003212
POL-14868,MEMBER-003655
POL-14868,MEMBER-003330
POL-18189,MEMBER-001793
POL-18189,MEMBER-003452
POL-18189,MEMBER-001393
POL-18189,MEMBER-001450
POL-12276,MEMBER-001663
POL-12276,MEMBER-002054
POL-12276,MEMBER-000723
POL-12276,MEMBER-006686
POL-12276,MEMBER-004294
POL-15308,MEMBER-000005
POL-17570,MEMBER-003372
POL-17570,MEMBER-005498
POL-17570,MEMBER-004752
POL-16607,MEMBER-002919
POL-16607,MEMBER-006373
POL-16607,MEMBER-001967
POL-14287,MEMBER-001560
POL-14287,MEMBER-003825
POL-18146,MEMBER-004195
POL-18146,MEMBER-001662
POL-18146,MEMBER-002225
POL-18146,MEMBER-001109
POL-14941,MEMBER-004930
POL-10631,MEMBER-006391
POL-10631,MEMBER-003617
POL-10631,MEMBER-003233
POL-10631,MEMBER-002245
POL-10631,MEMBER-004655
POL-16034,MEMBER-000883
POL-16034,MEMBER-005370
POL-17773,MEMBER-005111
POL-11339,MEMBER-002923
POL-11780,MEMBER-000470
POL-11780,MEMBER-004972
POL-11780,MEMBER-003155
POL-18332,MEMBER-006884
POL-18332,MEMBER-005201
POL-18332,MEMBER-000357
POL-18332,MEMBER-003513
POL-18332,MEMBER-000227
POL-11796,MEMBER-002148
POL-11796,MEMBER-003568
POL-13453,MEMBER-006669
POL-13453,MEMBER-000723
POL-13453,MEMBER-002440
POL-13453,MEMBER-006217
POL-13453,MEMBER-005946
POL-17598,MEMBER-000917
POL-11267,MEMBER-000105
POL-11267,MEMBER-001296
POL-11267,MEMBER-003724
POL-11267,MEMBER-005049
POL-11267,MEMBER-004808
POL-15722,MEMBER-005497
POL-15722,MEMBER-006687
POL-15722,MEMBER-000706
POL-14081,MEMBER-005647
POL-14081,MEMBER-000934
POL-14081,MEMBER-004473
POL-14081,MEMBER-006355
POL-14381,MEMBER-003281
POL-14381,MEMBER-001824
POL-14381,MEMBER-001324
POL-15897,MEMBER-001797
POL-15897,MEMBER-004776
POL-15897,MEMBER-006203
POL-15897,MEMBER-006191
POL-13107,MEMBER-006156
POL-13107,MEMBER-002288
POL-13107,MEMBER-004655
POL-10675,MEMBER-002859
POL-10675,MEMBER-004973
POL-17544,MEMBER-002137
POL-17544,MEMBER-003725
POL-17544,MEMBER-004236
POL-17544,MEMBER-005694
POL-17544,MEMBER-002513
POL-11365,MEMBER-005097
POL-11365,MEMBER-002182
POL-11365,MEMBER-006859
POL-12182,MEMBER-006987
POL-15297,MEMBER-006181
POL-15297,MEMBER-002729
POL-15297,MEMBER-000985
POL-19163,MEMBER-005578
POL-19163,MEMBER-004620
POL-19163,MEMBER-003774
POL-15011,MEMBER-004097
POL-15011,MEMBER-003201
POL-15011,MEMBER-002603
POL-15011,MEMBER-006875
POL-18229,MEMBER-005922
POL-18229,MEMBER-006776
POL-18229,MEMBER-002572
POL-18229,MEMBER-004264
POL-18229,MEMBER-000380
POL-17228,MEMBER-001367
POL-17228,MEMBER-006351
POL-13631,MEMBER-001724
POL-13631,MEMBER-004546
POL-13631,MEMBER-000593
POL-13631,MEMBER-001494
POL-13631,MEMBER-004131
POL-17557,MEMBER-002963
POL-17557,MEMBER-005761
POL-17557,MEMBER-006094
POL-16658,MEMBER-001806
POL-12779,MEMBER-004859
POL-12779,MEMBER-005996
POL-12779,MEMBER-002031
POL-12779,MEMBER-000529
POL-12779,MEMBER-002187
POL-17105,MEMBER-006970
POL-17105,MEMBER-004073
POL-17105,MEMBER-001079
POL-17105,MEMBER-006991
POL-17391,MEMBER-004031
POL-13594,MEMBER-001990
POL-13594,MEMBER-004820
POL-13594,MEMBER-003077
POL-13594,MEMBER-005214
POL-13594,MEMBER-003812
POL-16704,MEMBER-005866
POL-16704,MEMBER-001930
POL-16319,MEMBER-005367
POL-16319,MEMBER-003588
POL-16319,MEMBER-004364
POL-13415,MEMBER-000238
POL-13415,MEMBER-005063
POL-13415,MEMBER-001969
POL-12119,MEMBER-000678
POL-14874,MEMBER-001741
POL-14874,MEMBER-006209
POL-12637,MEMBER-004253
POL-12637,MEMBER-005607
POL-14865,MEMBER-003575
POL-14865,MEMBER-001739
POL-14865,MEMBER-006850
POL-14865,MEMBER-004315
POL-18379,MEMBER-005329
POL-18379,MEMBER-003638
POL-10350,MEMBER-002269
POL-10350,MEMBER-006593
POL-10350,MEMBER-001527
POL-10350,MEMBER-004257
POL-10350,MEMBER-005376
POL-19595,MEMBER-002733
POL-11757,MEMBER-005101
POL-19744,MEMBER-004525
POL-19744,MEMBER-003087
POL-19744,MEMBER-002927
POL-17027,MEMBER-001224
POL-13815,MEMBER-005153
POL-13815,MEMBER-006361
POL-19011,MEMBER-005048
POL-19011,MEMBER-003401
POL-19011,MEMBER-001221
POL-19055,MEMBER-006102
POL-19055,MEMBER-005668
POL-19055,MEMBER-006266
POL-11520,MEMBER-004672
POL-11520,MEMBER-001498
POL-11520,MEMBER-003819
POL-11520,MEMBER-001951
POL-11520,MEMBER-000033
POL-16867,MEMBER-002722
POL-16875,MEMBER-006857
POL-16875,MEMBER-001165
POL-16875,MEMBER-006994
POL-16875,MEMBER-002085
POL-10220,MEMBER-001220
POL-10220,MEMBER-005294
POL-10220,MEMBER-002767
POL-10220,MEMBER-004663
POL-10220,MEMBER-000175
POL-18787,MEMBER-004231
POL-18787,MEMBER-005453
POL-10464,MEMBER-005682
POL-18931,MEMBER-002697
POL-18931,MEMBER-006833
POL-18931,MEMBER-006453
POL-18931,MEMBER-005256
POL-18931,MEMBER-006696
POL-10598,MEMBER-005521
POL-10598,MEMBER-002154
POL-10598,MEMBER-001200
POL-19008,MEMBER-005006
POL-19008,MEMBER-004307
POL-18792,MEMBER-003275
POL-18792,MEMBER-004993
POL-18792,MEMBER-004355
POL-17834,MEMBER-002071
POL-10607,MEMBER-002002
POL-10607,MEMBER-001904
POL-13690,MEMBER-005986
POL-12421,MEMBER-006524
POL-12421,MEMBER-003525
POL-11623,MEMBER-004165
POL-11623,MEMBER-003421
POL-11623,MEMBER-005343
POL-11623,MEMBER-000799
POL-11623,MEMBER-002443
POL-17225,MEMBER-003773
POL-17225,MEMBER-005840
POL-17225,MEMBER-006185
POL-17225,MEMBER-000879
POL-18692,MEMBER-003583
POL-18692,MEMBER-005721
POL-15470,MEMBER-005515
POL-12596,MEMBER-000968
POL-12596,MEMBER-004442
POL-12596,MEMBER-003191
POL-12596,MEMBER-005289
POL-12596,MEMBER-000707
POL-16635,MEMBER-004367
POL-16635,MEMBER-003434
POL-16635,MEMBER-001510
POL-13940,MEMBER-004431
POL-13940,MEMBER-002439
POL-13940,MEMBER-006195
POL-13940,MEMBER-001179
POL-13940,MEMBER-006409
POL-13897,MEMBER-005090
POL-13897,MEMBER-006729
POL-13897,MEMBER-006784
POL-13897,MEMBER-005081
POL-13897,MEMBER-004894
POL-17569,MEMBER-005933
POL-17569,MEMBER-002330
POL-17569,MEMBER-006626
POL-17569,MEMBER-006036
POL-17569,MEMBER-004094
POL-17628,MEMBER-005987
POL-17628,MEMBER-006642
POL-17628,MEMBER-000830
POL-17628,MEMBER-005938
POL-17628,MEMBER-000289
POL-16293,MEMBER-004886
POL-16293,MEMBER-004404
POL-16293,MEMBER-004283
POL-16293,MEMBER-000301
POL-15398,MEMBER-006765
POL-15398,MEMBER-002994
POL-15398,MEMBER-001039
POL-15398,MEMBER-004187
POL-15398,MEMBER-003139
POL-11619,MEMBER-006258
POL-11619,MEMBER-005035
POL-11619,MEMBER-006192
POL-17395,MEMBER-002770
POL-17395,MEMBER-001979
POL-17395,MEMBER-003161
POL-17395,MEMBER-004254
POL-15732,MEMBER-005058
POL-15732,MEMBER-000466
POL-15732,MEMBER-001752
POL-19515,MEMBER-003857
POL-16513,MEMBER-006051
POL-16513,MEMBER-005756
POL-16513,MEMBER-003049
POL-14339,MEMBER-005610
POL-17880,MEMBER-001822
POL-14196,MEMBER-004694
POL-14196,MEMBER-001783
POL-17963,MEMBER-005990
POL-17963,MEMBER-000899
POL-17963,MEMBER-001172
POL-17963,MEMBER-002336
POL-11293,MEMBER-004861
POL-11293,MEMBER-004538
POL-11293,MEMBER-006831
POL-11293,MEMBER-002952
POL-11429,MEMBER-004169
POL-11429,MEMBER-005642
POL-11429,MEMBER-003785
POL-11429,MEMBER-004480
POL-11429,MEMBER-005960
POL-16331,MEMBER-000798
POL-16331,MEMBER-005484
POL-19000,MEMBER-003746
POL-19000,MEMBER-002355
POL-19000,MEMBER-000483
POL-19000,MEMBER-006351
POL-19000,MEMBER-001235
POL-14777,MEMBER-003341
POL-14777,MEMBER-000308
POL-14777,MEMBER-002834
POL-14777,MEMBER-003968
POL-14777,MEMBER-001038
POL-11790,MEMBER-000993
POL-11790,MEMBER-002686
POL-11790,MEMBER-002576
POL-17695,MEMBER-002329
POL-17695,MEMBER-003502
POL-17695,MEMBER-000318
POL-17695,MEMBER-004145
POL-17202,MEMBER-002010
POL-17202,MEMBER-003842
POL-17202,MEMBER-000989
POL-17202,MEMBER-001851
POL-17202,MEMBER-004653
POL-14525,MEMBER-006314
POL-14525,MEMBER-006940
POL-14525,MEMBER-004916
POL-14525,MEMBER-003635
POL-15127,MEMBER-003034
POL-15127,MEMBER-006980
POL-15127,MEMBER-001021
POL-15127,MEMBER-004518
POL-16133,MEMBER-002242
POL-16133,MEMBER-002451
POL-16133,MEMBER-006910
POL-16133,MEMBER-001077
POL-13233,MEMBER-006937
POL-13233,MEMBER-000369
POL-13233,MEMBER-002342
POL-12253,MEMBER-006183
POL-12253,MEMBER-000744
POL-12253,MEMBER-002391
POL-12253,MEMBER-002271
POL-12253,MEMBER-003112
POL-14325,MEMBER-000964
POL-14325,MEMBER-006715
POL-19608,MEMBER-002256
POL-16504,MEMBER-006331
POL-16504,MEMBER-001288
POL-16504,MEMBER-002331
POL-16504,MEMBER-006485
POL-16504,MEMBER-002322
POL-16515,MEMBER-005795
POL-16515,MEMBER-002616
POL-16515,MEMBER-004532
POL-16515,MEMBER-003790
POL-12856,MEMBER-005372
POL-12856,MEMBER-006456
POL-12864,MEMBER-003020
POL-13372,MEMBER-005671
POL-13372,MEMBER-005138
POL-13372,MEMBER-001315
POL-11446,MEMBER-005284
POL-11446,MEMBER-003684
POL-12007,MEMBER-006223
POL-16433,MEMBER-006890
POL-16433,MEMBER-005275
POL-16433,MEMBER-001758
POL-16433,MEMBER-000956
POL-12822,MEMBER-000340
POL-11378,MEMBER-004150
POL-11378,MEMBER-002182
POL-11378,MEMBER-006421
POL-11378,MEMBER-001970
POL-12670,MEMBER-003637
POL-12670,MEMBER-006386
POL-12670,MEMBER-001704
POL-12670,MEMBER-004822
POL-12670,MEMBER-004095
POL-17852,MEMBER-003408
POL-17852,MEMBER-003778
POL-12284,MEMBER-004842
POL-15916,MEMBER-004293
POL-15916,MEMBER-002117
POL-15916,MEMBER-000400
POL-18308,MEMBER-004813
POL-18308,MEMBER-002664
POL-18308,MEMBER-004154
POL-18308,MEMBER-006863
POL-18308,MEMBER-000747
POL-11426,MEMBER-006658
POL-11426,MEMBER-006477
POL-11426,MEMBER-001307
POL-11426,MEMBER-005037
POL-11426,MEMBER-004608
POL-16151,MEMBER-000073
POL-16151,MEMBER-005618
POL-16151,MEMBER-001854
POL-16151,MEMBER-005593
POL-16151,MEMBER-004994
POL-11114,MEMBER-002468
POL-11114,MEMBER-002295
POL-11114,MEMBER-005219
POL-11114,MEMBER-003327
POL-11114,MEMBER-005415
POL-17617,MEMBER-006582
POL-17617,MEMBER-000814
POL-17617,MEMBER-006254
POL-17617,MEMBER-002515
POL-18051,MEMBER-006115
POL-18051,MEMBER-003973
POL-18051,MEMBER-006040
POL-18051,MEMBER-002968
POL-18051,MEMBER-003775
POL-17913,MEMBER-005256
POL-17913,MEMBER-002185
POL-17913,MEMBER-001805
POL-17913,MEMBER-003172
POL-17913,MEMBER-000455
POL-15484,MEMBER-004190
POL-15484,MEMBER-002882
POL-15484,MEMBER-001436
POL-15484,MEMBER-001598
POL-15484,MEMBER-006046
POL-13468,MEMBER-001813
POL-13468,MEMBER-001302
POL-13468,MEMBER-000349
POL-13468,MEMBER-003939
POL-14358,MEMBER-005835
POL-14358,MEMBER-000546
POL-14358,MEMBER-006206
POL-19061,MEMBER-005309
POL-19061,MEMBER-004328
POL-12530,MEMBER-001319
POL-15395,MEMBER-004458
POL-10967,MEMBER-005141
POL-16616,MEMBER-005194
POL-16616,MEMBER-000080
POL-16616,MEMBER-006358
POL-16616,MEMBER-001163
POL-12728,MEMBER-005996
POL-12728,MEMBER-003723
POL-12728,MEMBER-000150
POL-12728,MEMBER-001202
POL-15146,MEMBER-006624
POL-16907,MEMBER-002862
POL-16907,MEMBER-004955
POL-16907,MEMBER-000246
POL-13210,MEMBER-000092
POL-13210,MEMBER-006946
POL-11215,MEMBER-002383
POL-11215,MEMBER-005870
POL-11215,MEMBER-005403
POL-11215,MEMBER-000565
POL-14825,MEMBER-002685
POL-14825,MEMBER-006888
POL-14825,MEMBER-004418
POL-12137,MEMBER-004928
POL-16357,MEMBER-003299
POL-19129,MEMBER-006635
POL-19129,MEMBER-004948
POL-17984,MEMBER-006610
POL-17984,MEMBER-004665
POL-18831,MEMBER-003222
POL-16798,MEMBER-002143
POL-11090,MEMBER-001317
POL-11090,MEMBER-006198
POL-11090,MEMBER-002342
POL-14798,MEMBER-001376
POL-14798,MEMBER-005783
POL-14798,MEMBER-002398
POL-13043,MEMBER-005817
POL-13043,MEMBER-002860
POL-12410,MEMBER-002185
POL-12410,MEMBER-005673
POL-10858,MEMBER-002929
POL-10858,MEMBER-004994
POL-10858,MEMBER-001077
POL-10858,MEMBER-005198
POL-13843,MEMBER-002510
POL-13843,MEMBER-002126
POL-13843,MEMBER-003669
POL-13843,MEMBER-004861
POL-15116,MEMBER-003611
POL-15116,MEMBER-004562
POL-15116,MEMBER-001402
POL-15116,MEMBER-005763
POL-15116,MEMBER-003822
POL-18532,MEMBER-001214
POL-15358,MEMBER-003225
POL-10596,MEMBER-004239
POL-10596,MEMBER-002102
POL-10596,MEMBER-006750
POL-10596,MEMBER-006372
POL-10596,MEMBER-003925
POL-10684,MEMBER-002672
POL-14204,MEMBER-003026
POL-14204,MEMBER-005004
POL-14060,MEMBER-006426
POL-14060,MEMBER-003526
POL-14060,MEMBER-000956
POL-17824,MEMBER-005976
POL-17824,MEMBER-005143
POL-17824,MEMBER-003639
POL-17824,MEMBER-000231
POL-12700,MEMBER-003395
POL-12700,MEMBER-004545
POL-12700,MEMBER-004607
POL-18266,MEMBER-000049
POL-18266,MEMBER-005133
POL-18266,MEMBER-005193
POL-18266,MEMBER-002523
POL-18266,MEMBER-001445
POL-18748,MEMBER-001499
POL-18748,MEMBER-002668
POL-12369,MEMBER-000918
POL-12369,MEMBER-001199
POL-12369,MEMBER-000236
POL-12369,MEMBER-006713
POL-13344,MEMBER-006512
POL-13344,MEMBER-006419
POL-13344,MEMBER-004500
POL-13050,MEMBER-001566
POL-13050,MEMBER-000020
POL-14373,MEMBER-004630
POL-14373,MEMBER-002720
POL-14373,MEMBER-005792
POL-14373,MEMBER-004548
POL-10660,MEMBER-004670
POL-10660,MEMBER-004629
POL-10660,MEMBER-001130
POL-10660,MEMBER-004250
POL-10660,MEMBER-002111
POL-17566,MEMBER-004695
POL-17566,MEMBER-003721
POL-17566,MEMBER-005685
POL-17566,MEMBER-001781
POL-13922,MEMBER-001292
POL-13922,MEMBER-002901
POL-13922,MEMBER-003481
POL-12312,MEMBER-003340
POL-12312,MEMBER-004956
POL-12382,MEMBER-003275
POL-11132,MEMBER-003566
POL-11132,MEMBER-004980
POL-11132,MEMBER-001240
POL-11132,MEMBER-001914
POL-11132,MEMBER-000327
POL-16167,MEMBER-006156
POL-16903,MEMBER-005766
POL-16903,MEMBER-005553
POL-16903,MEMBER-005779
POL-11022,MEMBER-003875
POL-11022,MEMBER-002351
POL-11022,MEMBER-002258
POL-11022,MEMBER-006438
